_id,word,shortcut,locale
82485,彼得梅尔,bidemeier,zh-CN
82486,彼什科夫,bishenkefu,zh-CN
82487,彼什科夫,bishikefu,zh-CN
82488,彼特,bite,zh-CN
82489,毕彬彬,bibinbin,zh-CN
82490,毕达哥拉斯,bidagelasi,zh-CN
82491,毕加索,bijiasuo,zh-CN
82492,毕荩臣,bijinchen,zh-CN
82493,毕然,biran,zh-CN
82494,毕升,bisheng,zh-CN
82495,毕熙东,bixidong,zh-CN
82496,毕晓普,bixiaopu,zh-CN
82497,毕玉玺,biyuxi,zh-CN
82498,碧珊,bishan,zh-CN
82499,碧野,biye,zh-CN
82500,扁鹊,bianque,zh-CN
82501,卞秉彬,bianbingbin,zh-CN
82502,别尔嘉耶夫,bieerjiayefu,zh-CN
82503,别拉诺夫,bielanuofu,zh-CN
82504,别林斯基,bielinsiji,zh-CN
82505,宾汉姆,binhanmu,zh-CN
82506,滨崎步,binqibu,zh-CN
82507,冰心,bingxin,zh-CN
82508,兵哥,bingge,zh-CN
82509,兵圣,bingsheng,zh-CN
82510,秉志,bingzhi,zh-CN
82511,并多次,bingduoci,zh-CN
82512,波爱修斯,boaixiusi,zh-CN
82513,波德莱尔,bodelaier,zh-CN
82514,波尔,boer,zh-CN
82515,波尔克,boerke,zh-CN
82516,波伏瓦,bofuwa,zh-CN
82517,波普,bopu,zh-CN
82518,波普尔,bopuer,zh-CN
82519,波佐,bozuo,zh-CN
82520,玻恩,boen,zh-CN
82521,玻尔,boer,zh-CN
82522,玻尔兹曼,boerziman,zh-CN
82523,玻尔兹曼,boerciman,zh-CN
82524,玻利瓦尔,boliwaer,zh-CN
82525,伯阳,boyang,zh-CN
82526,伯夷,boyi,zh-CN
82527,勃朗宁,bolangning,zh-CN
82528,勃朗特,bolangte,zh-CN
82529,勃劳希契,bolaoxiqi,zh-CN
82530,勃劳希契,beilaoxiqi,zh-CN
82531,勃劳希契,bolaoxiqie,zh-CN
82532,勃劳希契,bolaoxixie,zh-CN
82533,勃劳希契,beilaoxiqie,zh-CN
82534,勃劳希契,beilaoxixie,zh-CN
82535,勃洛姆堡,boluomubao,zh-CN
82536,勃洛姆堡,beiluomubao,zh-CN
82537,勃洛姆堡,boluomubu,zh-CN
82538,勃洛姆堡,boluomupu,zh-CN
82539,勃洛姆堡,beiluomubu,zh-CN
82540,勃洛姆堡,beiluomupu,zh-CN
82541,博巴,boba,zh-CN
82542,博比,bobi,zh-CN
82543,博尔忽,boerhu,zh-CN
82544,博格坎普,bogekanpu,zh-CN
82545,博古,bogu,zh-CN
82546,博克,boke,zh-CN
82547,博拉,bola,zh-CN
82548,博涅克,bonieke,zh-CN
82549,博斯曼,bosiman,zh-CN
82550,卜凤波,bufengbo,zh-CN
82551,卜凤波,bofengbo,zh-CN
82552,卜万苍,buwancang,zh-CN
82553,卜万苍,bowancang,zh-CN
82554,卜万苍,bumocang,zh-CN
82555,卜万苍,bomocang,zh-CN
82556,卜祥志,buxiangzhi,zh-CN
82557,不降,buxiang,zh-CN
82558,不寿,bushou,zh-CN
82559,不寿,foushou,zh-CN
82560,布袋和尚,budaiheshang,zh-CN
82561,布德尔,budeer,zh-CN
82562,布尔达,buerda,zh-CN
82563,布哈林,buhalin,zh-CN
82564,布坎南,bukannan,zh-CN
82565,布拉济莱罗,bulajilailuo,zh-CN
82566,布拉特,bulate,zh-CN
82567,布莱德雷,bulaidelei,zh-CN
82568,布莱恩,bulaien,zh-CN
82569,布莱尔,bulaier,zh-CN
82570,布莱克,bulaike,zh-CN
82571,布莱特纳,bulaitena,zh-CN
82572,布莱希特,bulaixite,zh-CN
82573,布兰科,bulanke,zh-CN
82574,布兰妮,bulanni,zh-CN
82575,布朗,bulang,zh-CN
82576,布勒东,buledong,zh-CN
82577,布勒东,buleidong,zh-CN
82578,布雷克,buleike,zh-CN
82579,布雷默,buleimo,zh-CN
82580,布鲁查加,buluchajia,zh-CN
82581,布鲁查加,buluzhajia,zh-CN
82582,布鲁诺,bulunuo,zh-CN
82583,布罗茨基,buluociji,zh-CN
82584,布洛欣,buluoxin,zh-CN
82585,布什,bushi,zh-CN
82586,布施,bushi,zh-CN
82587,布特拉格诺,butelagenuo,zh-CN
82588,布托,butuo,zh-CN
82589,步非烟,bufeiyan,zh-CN
82590,才溢,caiyi,zh-CN
82591,蔡哀侯,caiaihou,zh-CN
82592,蔡伯荒,caibohuang,zh-CN
82593,蔡伯荒,caibaihuang,zh-CN
82594,蔡伯荒,caibahuang,zh-CN
82595,蔡博,caibo,zh-CN
82596,蔡灿得,caicande,zh-CN
82597,蔡畅,caichang,zh-CN
82598,蔡成侯,caichenghou,zh-CN
82599,蔡戴侯,caidaihou,zh-CN
82600,蔡悼侯,caidaohou,zh-CN
82601,蔡锷,caie,zh-CN
82602,蔡宫侯,caigonghou,zh-CN
82603,蔡共侯,caigonghou,zh-CN
82604,蔡国权,caiguoquan,zh-CN
82605,蔡海山,caihaishan,zh-CN
82606,蔡和森,caihesen,zh-CN
82607,蔡鸿岩,caihongyan,zh-CN
82608,蔡欢,caihuan,zh-CN
82609,蔡桓侯,caihuanhou,zh-CN
82610,蔡佳臻,caijiazhen,zh-CN
82611,蔡建忠,caijianzhong,zh-CN
82612,蔡健雅,caijianya,zh-CN
82613,蔡景侯,caijinghou,zh-CN
82614,蔡景侯,caiyinghou,zh-CN
82615,蔡婧,caijing,zh-CN
82616,蔡康永,caikangyong,zh-CN
82617,蔡澜,cailan,zh-CN
82618,蔡厉侯,cailihou,zh-CN
82619,蔡伶,cailing,zh-CN
82620,蔡灵侯,cailinghou,zh-CN
82621,蔡伦,cailun,zh-CN
82622,蔡瑁,caimao,zh-CN
82623,蔡孟君,caimengjun,zh-CN
82624,蔡明,caiming,zh-CN
82625,蔡穆侯,caimuhou,zh-CN
82626,蔡佩贞,caipeizhen,zh-CN
82627,蔡平侯,caipinghou,zh-CN
82628,蔡琴,caiqin,zh-CN
82629,蔡少芬,caishaofen,zh-CN
82630,蔡叔度,caishudu,zh-CN
82631,蔡叔度,caishuduo,zh-CN
82632,蔡叔度姬度,caishudujidu,zh-CN
82633,蔡叔度姬度,caishuduojidu,zh-CN
82634,蔡叔度姬度,caishudujiduo,zh-CN
82635,蔡叔度姬度,caishuduojiduo,zh-CN
82636,蔡松年,caisongnian,zh-CN
82637,蔡廷锴,caitingkai,zh-CN
82638,蔡为民,caiweimin,zh-CN
82639,蔡文侯,caiwenhou,zh-CN
82640,蔡文姬,caiwenji,zh-CN
82641,蔡文胜,caiwensheng,zh-CN
82642,蔡武侯,caiwuhou,zh-CN
82643,蔡僖侯,caixihou,zh-CN
82644,蔡襄,caixiang,zh-CN
82645,蔡翔雄,caixiangxiong,zh-CN
82646,蔡欣云,caixinyun,zh-CN
82647,蔡宣侯,caixuanhou,zh-CN
82648,蔡雪婧,caixuejing,zh-CN
82649,蔡亚林,caiyalin,zh-CN
82650,蔡妍,caiyan,zh-CN
82651,蔡琰,caiyan,zh-CN
82652,蔡依林,caiyilin,zh-CN
82653,蔡夷侯,caiyihou,zh-CN
82654,蔡邕,caiyong,zh-CN
82655,蔡宇翔,caiyuxiang,zh-CN
82656,蔡玉珂,caiyuke,zh-CN
82657,蔡元培,caiyuanpei,zh-CN
82658,蔡昭侯,caizhaohou,zh-CN
82659,蔡照明,caizhaoming,zh-CN
82660,蔡志忠,caizhizhong,zh-CN
82661,蔡忠诚,caizhongcheng,zh-CN
82662,蔡仲,caizhong,zh-CN
82663,蔡仲姬胡,caizhongjihu,zh-CN
82664,蔡庄侯,caizhuanghou,zh-CN
82665,蔡卓妍,caizhuoyan,zh-CN
82666,蔡子华,caizihua,zh-CN
82667,残雪,canxue,zh-CN
82668,仓颉,cangjie,zh-CN
82669,仓木麻衣,cangmumayi,zh-CN
82670,沧月,cangyue,zh-CN
82671,藏霸,cangba,zh-CN
82672,藏霸,zangba,zh-CN
82673,曹阿瞒,caoaman,zh-CN
82674,曹阿瞒,caoeman,zh-CN
82675,曹阿瞒,caoamen,zh-CN
82676,曹阿瞒,caoemen,zh-CN
82677,曹霸,caoba,zh-CN
82678,曹彬,caobin,zh-CN
82679,曹参,caocan,zh-CN
82680,曹操,caocao,zh-CN
82681,曹成公,caochenggong,zh-CN
82682,曹成公姬负刍,caochenggongjifuchu,zh-CN
82683,曹大元,caodayuan,zh-CN
82684,曹戴伯,caodaibo,zh-CN
82685,曹戴伯,caodaibai,zh-CN
82686,曹戴伯,caodaiba,zh-CN
82687,曹戴伯姬苏,caodaibojisu,zh-CN
82688,曹戴伯姬苏,caodaibaijisu,zh-CN
82689,曹戴伯姬苏,caodaibajisu,zh-CN
82690,曹丹丹,caodandan,zh-CN
82691,曹悼公,caodaogong,zh-CN
82692,曹悼公姬午,caodaogongjiwu,zh-CN
82693,曹方,caofang,zh-CN
82694,曹芳,caofang,zh-CN
82695,曹凤珠,caofengzhu,zh-CN
82696,曹刚川,caogangchuan,zh-CN
82697,曹格,caoge,zh-CN
82698,曹宫伯,caogongbo,zh-CN
82699,曹宫伯,caogongbai,zh-CN
82700,曹宫伯,caogongba,zh-CN
82701,曹宫伯姬侯,caogongbojihou,zh-CN
82702,曹宫伯姬侯,caogongbaijihou,zh-CN
82703,曹宫伯姬侯,caogongbajihou,zh-CN
82704,曹共公,caogonggong,zh-CN
82705,曹共公姬襄,caogonggongjixiang,zh-CN
82706,曹国舅,caoguojiu,zh-CN
82707,曹荭,caohong,zh-CN
82708,曹桓公,caohuangong,zh-CN
82709,曹桓公姬终生,caohuangongjizhongsheng,zh-CN
82710,曹奂,caohuan,zh-CN
82711,曹惠公,caohuigong,zh-CN
82712,曹惠公姬兕,caohuigongjisi,zh-CN
82713,曹建海,caojianhai,zh-CN
82714,曹健,caojian,zh-CN
82715,曹谨,caojin,zh-CN
82716,曹靖公,caojinggong,zh-CN
82717,曹靖公姬露,caojinggongjilu,zh-CN
82718,曹靖公姬露,caojinggongjilou,zh-CN
82719,曹靖华,caojinghua,zh-CN
82720,曹凯胜,caokaisheng,zh-CN
82721,曹克林,caokelin,zh-CN
82722,曹克明,caokeming,zh-CN
82723,曹寇,caokou,zh-CN
82724,曹锟,caokun,zh-CN
82725,曹霖,caolin,zh-CN
82726,曹髦,caomao,zh-CN
82727,曹孟德,caomengde,zh-CN
82728,曹穆公,caomugong,zh-CN
82729,曹穆公姬武,caomugongjiwu,zh-CN
82730,曹丕,caopi,zh-CN
82731,曹平公,caopinggong,zh-CN
82732,曹平公姬须,caopinggongjixu,zh-CN
82733,曹仁,caoren,zh-CN
82734,曹汝霖,caorulin,zh-CN
82735,曹叡,caorui,zh-CN
82736,曹盛洁,caoshengjie,zh-CN
82737,曹盛洁,caochengjie,zh-CN
82738,曹叔,caoshu,zh-CN
82739,曹叔姬振铎,caoshujizhenduo,zh-CN
82740,曹素功,caosugong,zh-CN
82741,曹太伯,caotaibo,zh-CN
82742,曹太伯姬脾,caotaibojipi,zh-CN
82743,曹天戈,caotiange,zh-CN
82744,曹天昊,caotianhao,zh-CN
82745,曹维城,caoweicheng,zh-CN
82746,曹文公,caowengong,zh-CN
82747,曹文公姬寿,caowengongjishou,zh-CN
82748,曹武公,caowugong,zh-CN
82749,曹武公姬胜,caowugongjisheng,zh-CN
82750,曹僖公,caoxigong,zh-CN
82751,曹僖公姬夷,caoxigongjiyi,zh-CN
82752,曹曦文,caoxiwen,zh-CN
82753,曹喜蛙,caoxiwa,zh-CN
82754,曹显兵,caoxianbing,zh-CN
82755,曹襄公,caoxianggong,zh-CN
82756,曹襄公姬野,caoxianggongjiye,zh-CN
82757,曹孝伯,caoxiaobo,zh-CN
82758,曹孝伯,caoxiaobai,zh-CN
82759,曹孝伯,caoxiaoba,zh-CN
82760,曹孝伯姬云,caoxiaobojiyun,zh-CN
82761,曹孝伯姬云,caoxiaobaijiyun,zh-CN
82762,曹孝伯姬云,caoxiaobajiyun,zh-CN
82763,曹宣公,caoxuangong,zh-CN
82764,曹宣公姬强,caoxuangongjiqiang,zh-CN
82765,曹宣公姬强,caoxuangongjijiang,zh-CN
82766,曹雪,caoxue,zh-CN
82767,曹雪芹,caoxueqin,zh-CN
82768,曹薰铉,caoxunxuan,zh-CN
82769,曹龑,caoyan,zh-CN
82770,曹燕,caoyan,zh-CN
82771,曹燕华,caoyanhua,zh-CN
82772,曹阳,caoyang,zh-CN
82773,曹夷伯,caoyibo,zh-CN
82774,曹夷伯,caoyibai,zh-CN
82775,曹夷伯,caoyiba,zh-CN
82776,曹夷伯姬喜,caoyibojixi,zh-CN
82777,曹夷伯姬喜,caoyibaijixi,zh-CN
82778,曹夷伯姬喜,caoyibajixi,zh-CN
82779,曹隐公,caoyingong,zh-CN
82780,曹隐公姬通,caoyingongjitong,zh-CN
82781,曹颖,caoying,zh-CN
82782,曹幽伯,caoyoubo,zh-CN
82783,曹幽伯,caoyoubai,zh-CN
82784,曹幽伯,caoyouba,zh-CN
82785,曹幽伯姬强,caoyoubojiqiang,zh-CN
82786,曹幽伯姬强,caoyoubaijiqiang,zh-CN
82787,曹幽伯姬强,caoyoubojijiang,zh-CN
82788,曹幽伯姬强,caoyoubajiqiang,zh-CN
82789,曹幽伯姬强,caoyoubaijijiang,zh-CN
82790,曹幽伯姬强,caoyoubajijiang,zh-CN
82791,曹禺,caoyu,zh-CN
82792,曹远征,caoyuanzheng,zh-CN
82793,曹增辉,caozenghui,zh-CN
82794,曹昭公,caozhaogong,zh-CN
82795,曹昭公姬班,caozhaogongjiban,zh-CN
82796,曹贞吉,caozhenji,zh-CN
82797,曹征,caozheng,zh-CN
82798,曹植,caozhi,zh-CN
82799,曹中铭,caozhongming,zh-CN
82800,曹仲君,caozhongjun,zh-CN
82801,曹仲君姬平,caozhongjunjiping,zh-CN
82802,曹庄公,caozhuanggong,zh-CN
82803,曹庄公姬夕姑,caozhuanggongjixigu,zh-CN
82804,曹子建,caozijian,zh-CN
82805,草圣,caosheng,zh-CN
82806,岑参,censhen,zh-CN
82807,岑春煊,cenchunxuan,zh-CN
82808,岑凯伦,cenkailun,zh-CN
82809,岑科,cenke,zh-CN
82810,岑鹏,cenpeng,zh-CN
82811,岑永康,cenyongkang,zh-CN
82812,曾宝仪,zengbaoyi,zh-CN
82813,曾炳权,zengbingquan,zh-CN
82814,曾炳权,zengbingquan,zh-CN
82815,曾参,zengcan,zh-CN
82816,曾灿灯,cengcandeng,zh-CN
82817,曾灿灯,zengcandeng,zh-CN
82818,曾巩,zenggong,zh-CN
82819,曾国藩,zengguofan,zh-CN
82820,曾国荃,zengguoquan,zh-CN
82821,曾璜,zenghuang,zh-CN
82822,曾璜,zenghuang,zh-CN
82823,曾会明,zenghuiming,zh-CN
82824,曾会明,zenghuiming,zh-CN
82825,曾纪泽,zengjize,zh-CN
82826,曾纪泽,zengjize,zh-CN
82827,曾纪泽,cengjishi,zh-CN
82828,曾纪泽,zengjishi,zh-CN
82829,曾建徽,zengjianhui,zh-CN
82830,曾建徽,zengjianhui,zh-CN
82831,曾玲,zengling,zh-CN
82832,曾玲,zengling,zh-CN
82833,曾朴,zengpu,zh-CN
82834,曾朴,cengpiao,zh-CN
82835,曾朴,cengpo,zh-CN
82836,曾朴,zengpu,zh-CN
82837,曾朴,zengpiao,zh-CN
82838,曾朴,zengpo,zh-CN
82839,曾启全,zengqiquan,zh-CN
82840,曾启全,zengqiquan,zh-CN
82841,曾庆祝,cengqingzhu,zh-CN
82842,曾庆祝,zengqingzhu,zh-CN
82843,曾少宗,zengshaozong,zh-CN
82844,曾万钟,zengwanzhong,zh-CN
82845,曾万钟,zengwanzhong,zh-CN
82846,曾万钟,cengmozhong,zh-CN
82847,曾万钟,zengmozhong,zh-CN
82848,曾炜,zengwei,zh-CN
82849,曾宪锋,zengxianfeng,zh-CN
82850,曾宪锋,zengxianfeng,zh-CN
82851,曾祥金,cengxiangjin,zh-CN
82852,曾祥金,zengxiangjin,zh-CN
82853,曾孝谷,cengxiaogu,zh-CN
82854,曾孝谷,zengxiaogu,zh-CN
82855,曾孝谷,cengxiaoyu,zh-CN
82856,曾孝谷,zengxiaoyu,zh-CN
82857,曾业辉,zengyehui,zh-CN
82858,曾业辉,zengyehui,zh-CN
82859,曾荫权,zengyinquan,zh-CN
82860,曾泽生,zengzesheng,zh-CN
82861,曾泽生,zengzesheng,zh-CN
82862,曾泽生,cengshisheng,zh-CN
82863,曾泽生,zengshisheng,zh-CN
82864,曾之乔,zengzhiqiao,zh-CN
82865,曾志伟,zengzhiwei,zh-CN
82866,曾子,zengzi,zh-CN
82867,曾子航,zengzihang,zh-CN
82868,茶圣,chasheng,zh-CN
82869,查可欣,zhakexin,zh-CN
82870,查可欣,zhakexin,zh-CN
82871,查理大帝,chalidadi,zh-CN
82872,查慕新,chamuxin,zh-CN
82873,查慕新,zhamuxin,zh-CN
82874,查韦斯,chaweisi,zh-CN
82875,查仙奴,chaxiannu,zh-CN
82876,查仙奴,zhaxiannu,zh-CN
82877,查小欣,zhaxiaoxin,zh-CN
82878,查小欣,zhaxiaoxin,zh-CN
82879,察合台,chahetai,zh-CN
82880,柴进,chaijin,zh-CN
82881,柴静,chaijing,zh-CN
82882,柴荣,chairong,zh-CN
82883,柴宗训,chaizongxun,zh-CN
82884,常宝,changbao,zh-CN
82885,常昊,changhao,zh-CN
82886,常红利,changhongli,zh-CN
82887,常宽,changkuan,zh-CN
82888,常明芳,changmingfang,zh-CN
82889,常任侠,changrenxia,zh-CN
82890,常婉华,changwanhua,zh-CN
82891,常香玉,changxiangyu,zh-CN
82892,常晓阳,changxiaoyang,zh-CN
82893,常颖,changying,zh-CN
82894,常遇春,changyuchun,zh-CN
82895,常远,changyuan,zh-CN
82896,嫦娥,change,zh-CN
82897,晁补之,chaobuzhi,zh-CN
82898,晁错,chaocuo,zh-CN
82899,晁盖,chaogai,zh-CN
82900,晁衡,chaoheng,zh-CN
82901,车尔尼雪夫斯基,cheernixuefusiji,zh-CN
82902,车径行,chejingxing,zh-CN
82903,车径行,jujingxing,zh-CN
82904,车太铉,chetaixuan,zh-CN
82905,车太铉,jutaixuan,zh-CN
82906,车泽武,chezewu,zh-CN
82907,车泽武,juzewu,zh-CN
82908,车泽武,cheshiwu,zh-CN
82909,车泽武,jushiwu,zh-CN
82910,辰亦儒,chenyiru,zh-CN
82911,陈哀公,chenaigong,zh-CN
82912,陈哀公妫弱,chenaigongguiruo,zh-CN
82913,陈爱莲,chenailian,zh-CN
82914,陈安保,chenanbao,zh-CN
82915,陈安齐,chenanqi,zh-CN
82916,陈霸先,chenbaxian,zh-CN
82917,陈白尘,chenbaichen,zh-CN
82918,陈白沙,chenbaisha,zh-CN
82919,陈柏霖,chenbolin,zh-CN
82920,陈柏祥,chenboxiang,zh-CN
82921,陈柏祥,chenbaixiang,zh-CN
82922,陈宝国,chenbaoguo,zh-CN
82923,陈宝莲,chenbaolian,zh-CN
82924,陈宝箴,chenbaozhen,zh-CN
82925,陈璧君,chenbijun,zh-CN
82926,陈斌,chenbin,zh-CN
82927,陈波,chenbo,zh-CN
82928,陈波儿,chenboer,zh-CN
82929,陈伯吹,chenbochui,zh-CN
82930,陈伯达,chenboda,zh-CN
82931,陈伯华,chenbohua,zh-CN
82932,陈伯宗,chenbozong,zh-CN
82933,陈布雷,chenbulei,zh-CN
82934,陈昌凤,chenchangfeng,zh-CN
82935,陈辰,chenchen,zh-CN
82936,陈成公,chenchenggong,zh-CN
82937,陈成公妫午,chenchenggongguiwu,zh-CN
82938,陈诚,chencheng,zh-CN
82939,陈冲,chenchong,zh-CN
82940,陈翀,chenchong,zh-CN
82941,陈闯,chenchuang,zh-CN
82942,陈春,chenchun,zh-CN
82943,陈纯甄,chenchunzhen,zh-CN
82944,陈达,chenda,zh-CN
82945,陈大悲,chendabei,zh-CN
82946,陈大齐,chendaqi,zh-CN
82947,陈大阳,chendayang,zh-CN
82948,陈道明,chendaoming,zh-CN
82949,陈道远,chendaoyuan,zh-CN
82950,陈德容,chenderong,zh-CN
82951,陈登科,chendengke,zh-CN
82952,陈东,chendong,zh-CN
82953,陈独秀,chenduxiu,zh-CN
82954,陈妃平,chenfeiping,zh-CN
82955,陈废帝,chenfeidi,zh-CN
82956,陈废帝陈伯宗,chenfeidichenbozong,zh-CN
82957,陈峰,chenfeng,zh-CN
82958,陈凤林,chenfenglin,zh-CN
82959,陈富杰,chenfujie,zh-CN
82960,陈纲,chengang,zh-CN
82961,陈赓,chengeng,zh-CN
82962,陈公博,chengongbo,zh-CN
82963,陈功,chengong,zh-CN
82964,陈宫,chengong,zh-CN
82965,陈共公,chengonggong,zh-CN
82966,陈共公妫朔,chengonggongguishuo,zh-CN
82967,陈冠霖,chenguanlin,zh-CN
82968,陈冠希,chenguanxi,zh-CN
82969,陈冠中,chenguanzhong,zh-CN
82970,陈光,chenguang,zh-CN
82971,陈国东,chenguodong,zh-CN
82972,陈果夫,chenguofu,zh-CN
82973,陈寒峰,chenhanfeng,zh-CN
82974,陈好,chenhao,zh-CN
82975,陈昊,chenhao,zh-CN
82976,陈浩民,chenhaomin,zh-CN
82977,陈和生,chenhesheng,zh-CN
82978,陈衡恪,chenhengke,zh-CN
82979,陈衡哲,chenhengzhe,zh-CN
82980,陈红,chenhong,zh-CN
82981,陈红峰,chenhongfeng,zh-CN
82982,陈洪绶,chenhongshou,zh-CN
82983,陈洪武,chenhongwu,zh-CN
82984,陈鸿寿,chenhongshou,zh-CN
82985,陈鸿远,chenhongyuan,zh-CN
82986,陈后主,chenhouzhu,zh-CN
82987,陈后主陈叔宝,chenhouzhuchenshubao,zh-CN
82988,陈胡公,chenhugong,zh-CN
82989,陈胡公妫满,chenhugongguiman,zh-CN
82990,陈虎,chenhu,zh-CN
82991,陈化成,chenhuacheng,zh-CN
82992,陈怀公,chenhuaigong,zh-CN
82993,陈怀公妫柳,chenhuaigongguiliu,zh-CN
82994,陈桓公,chenhuangong,zh-CN
82995,陈桓公妫鲍,chenhuangongguibao,zh-CN
82996,陈荒煤,chenhuangmei,zh-CN
82997,陈晖,chenhui,zh-CN
82998,陈惠公,chenhuigong,zh-CN
82999,陈惠公妫吴,chenhuigongguiwu,zh-CN
83000,陈惠祯,chenhuizhen,zh-CN
83001,陈慧琳,chenhuilin,zh-CN
83002,陈慧珊,chenhuishan,zh-CN
83003,陈济恒,chenjiheng,zh-CN
83004,陈继承,chenjicheng,zh-CN
83005,陈继红,chenjihong,zh-CN
83006,陈家洛,chenjialuo,zh-CN
83007,陈家伟,chenjiawei,zh-CN
83008,陈嘉庚,chenjiageng,zh-CN
83009,陈嘉桦,chenjiahua,zh-CN
83010,陈嘉锐,chenjiarui,zh-CN
83011,陈建斌,chenjianbin,zh-CN
83012,陈建功,chenjiangong,zh-CN
83013,陈建国,chenjianguo,zh-CN
83014,陈建翔,chenjianxiang,zh-CN
83015,陈剑月,chenjianyue,zh-CN
83016,陈江波,chenjiangbo,zh-CN
83017,陈洁如,chenjieru,zh-CN
83018,陈介祺,chenjieqi,zh-CN
83019,陈金城,chenjincheng,zh-CN
83020,陈劲松,chenjingsong,zh-CN
83021,陈景润,chenjingrun,zh-CN
83022,陈景藻,chenjingzao,zh-CN
83023,陈婧,chenjing,zh-CN
83024,陈镜开,chenjingkai,zh-CN
83025,陈炯明,chenjiongming,zh-CN
83026,陈鞠旅,chenjulv,zh-CN
83027,陈菊,chenju,zh-CN
83028,陈娟红,chenjuanhong,zh-CN
83029,陈娟红,chenjuangong,zh-CN
83030,陈君长,chenjunchang,zh-CN
83031,陈君长,chenjunzhang,zh-CN
83032,陈俊峰,chenjunfeng,zh-CN
83033,陈俊虹,chenjunhong,zh-CN
83034,陈俊介,chenjunjie,zh-CN
83035,陈峻青,chenjunqing,zh-CN
83036,陈凯歌,chenkaige,zh-CN
83037,陈克,chenke,zh-CN
83038,陈克帆,chenkefan,zh-CN
83039,陈坤,chenkun,zh-CN
83040,陈鲤庭,chenliting,zh-CN
83041,陈厉公,chenligong,zh-CN
83042,陈厉公妫佗,chenligongguituo,zh-CN
83043,陈立夫,chenlifu,zh-CN
83044,陈立平,chenliping,zh-CN
83045,陈立伟,chenliwei,zh-CN
83046,陈丽醇,chenlichun,zh-CN
83047,陈丽娜,chenlina,zh-CN
83048,陈莉莉,chenlili,zh-CN
83049,陈亮,chenliang,zh-CN
83050,陈临新,chenlinxin,zh-CN
83051,陈琳,chenlin,zh-CN
83052,陈灵公,chenlinggong,zh-CN
83053,陈灵公妫平国,chenlinggongguipingguo,zh-CN
83054,陈留王,chenliuwang,zh-CN
83055,陈留王曹奂,chenliuwangcaohuan,zh-CN
83056,陈龙,chenlong,zh-CN
83057,陈鲁豫,chenluyu,zh-CN
83058,陈玫君,chenmeijun,zh-CN
83059,陈美琪,chenmeiqi,zh-CN
83060,陈梦飞,chenmengfei,zh-CN
83061,陈闵公,chenmingong,zh-CN
83062,陈闵公妫越,chenmingongguiyue,zh-CN
83063,陈明,chenming,zh-CN
83064,陈明川,chenmingchuan,zh-CN
83065,陈明仁,chenmingren,zh-CN
83066,陈明远,chenmingyuan,zh-CN
83067,陈墨,chenmo,zh-CN
83068,陈墨香,chenmoxiang,zh-CN
83069,陈木胜,chenmusheng,zh-CN
83070,陈穆公,chenmugong,zh-CN
83071,陈穆公妫款,chenmugongguikuan,zh-CN
83072,陈纳德,chennade,zh-CN
83073,陈沛,chenpei,zh-CN
83074,陈佩骐,chenpeiqi,zh-CN
83075,陈佩斯,chenpeisi,zh-CN
83076,陈丕显,chenpixian,zh-CN
83077,陈平,chenping,zh-CN
83078,陈平公,chenpinggong,zh-CN
83079,陈平公妫燮,chenpinggongguixie,zh-CN
83080,陈其迈,chenqimai,zh-CN
83081,陈其迈,chenjimai,zh-CN
83082,陈其美,chenqimei,zh-CN
83083,陈启明,chenqiming,zh-CN
83084,陈蒨,chenqian,zh-CN
83085,陈乔年,chenqiaonian,zh-CN
83086,陈庆之,chenqingzhi,zh-CN
83087,陈去病,chenqubing,zh-CN
83088,陈铨,chenquan,zh-CN
83089,陈染,chenran,zh-CN
83090,陈荣森,chenrongsen,zh-CN
83091,陈瑞珂,chenruike,zh-CN
83092,陈若曦,chenruoxi,zh-CN
83093,陈赛,chensai,zh-CN
83094,陈赛娟,chensaijuan,zh-CN
83095,陈绍堂,chenshaotang,zh-CN
83096,陈申公,chenshengong,zh-CN
83097,陈申公妫犀侯,chenshengongguixihou,zh-CN
83098,陈慎公,chenshengong,zh-CN
83099,陈慎公妫圉戎,chenshengongguiyurong,zh-CN
83100,陈省身,chenxingshen,zh-CN
83101,陈胜,chensheng,zh-CN
83102,陈师曾,chenshiceng,zh-CN
83103,陈师道,chenshidao,zh-CN
83104,陈诗欣,chenshixin,zh-CN
83105,陈寿,chenshou,zh-CN
83106,陈叔宝,chenshubao,zh-CN
83107,陈淑兰,chenshulan,zh-CN
83108,陈淑琬,chenshuwan,zh-CN
83109,陈水扁,chenshuibian,zh-CN
83110,陈顺,chenshun,zh-CN
83111,陈顺乐,chenshunle,zh-CN
83112,陈顺乐,chenshunyue,zh-CN
83113,陈硕贞,chenshuozhen,zh-CN
83114,陈司翰,chensihan,zh-CN
83115,陈思思,chensisi,zh-CN
83116,陈松伶,chensongling,zh-CN
83117,陈素农,chensunong,zh-CN
83118,陈素卿,chensuqing,zh-CN
83119,陈潭秋,chentanqiu,zh-CN
83120,陈涛,chentao,zh-CN
83121,陈天华,chentianhua,zh-CN
83122,陈天桥,chentianqiao,zh-CN
83123,陈铁,chentie,zh-CN
83124,陈彤,chentong,zh-CN
83125,陈抟,chentuan,zh-CN
83126,陈婉珍,chenwanzhen,zh-CN
83127,陈望道,chenwangdao,zh-CN
83128,陈威翰,chenweihan,zh-CN
83129,陈维崧,chenweisong,zh-CN
